OBJECTID,STOPNAME,TRAPEZESTOPABBR,RUCUSSTOPABBR,STOPID,LATITUDE,LONGITUDE,ACCESSIBILITYMASK,ATSTREET,ONSTREET,POSITION,ORIENTATION,SERVICEPLANNINGSTOPTYPE,SHELTER,INSERT_TIMESTAMP,SDE_ID,SIGNUPID,SUPERVISOR_DISTRICT,point
21409,Santos St&Brookdale Ave SE-NS/BZ,SANTBRO1,SANTBROK,6340,37.711857,-122.418681,0,BROOKDALE AVE,SANTOS ST,NS,SE  ,,0,08/25/2018 02:14:39 PM +0000,1133142,114,,"(37.71185700027422, -122.4186809997517)"
21410,Sunnydale Ave&Santos St SE-FS/PS,SUNYSAN1,SUNYSANT,6578,37.712231,-122.417536,0,SANTOS ST,SUNNYDALE AVE,FS,SE  ,,0,08/25/2018 02:14:39 PM +0000,1133143,114,,"(37.71223100014897, -122.41753599987985)"
21411,Hahn St&Sunnydale Ave NE-FS/PS,HAHNSUN1,HAHNSUNY,4937,37.71201,-122.4159,0,SUNNYDALE AVE,HAHN ST,FS,NE  ,,0,08/25/2018 02:14:39 PM +0000,1133144,114,,"(37.71200999956278, -122.41590000032413)"
21412,Visitacion Ave&Sawyer St SW-NS/PS,VISISAW1,VISISAWR,6853,37.71324,-122.41453,0,SAWYER ST,VISITACION AVE,NS,W   ,,0,08/25/2018 02:14:39 PM +0000,1133145,114,,"(37.7132400003763, -122.41452999998485)"
21413,Visitacion Ave&Britton St W-NS/PS,VISIBRI1,VISIBRIT,6846,37.71273,-122.41263,0,BRITTON ST,VISITACION AVE,NS,W   ,,0,08/25/2018 02:14:39 PM +0000,1133146,114,,"(37.71273000032827, -122.41262999967857)"
21414,Visitacion Ave&Schwerin St W-NS/PS,VISISHW1,VISISHWN,6855,37.71219,-122.41078,0,SCHWERIN ST,VISITACION AVE,NS,W   ,,0,08/25/2018 02:14:39 PM +0000,1133147,114,,"(37.71219000027311, -122.41077999972602)"
21415,Visitacion Ave&Cora St W-NS/PS,VISICOR1,VISICORA,6848,37.7117,-122.40896,0,CORA ST,VISITACION AVE,NS,W   ,,0,08/25/2018 02:14:39 PM +0000,1133148,114,,"(37.711699999697174, -122.40896000045724)"
21416,Visitacion Ave&Rutland St W-NS/PS,VISIRUT1,VISIRUTL,6851,37.71144,-122.40807,0,RUTLAND ST,VISITACION AVE,NS,W   ,,0,08/25/2018 02:14:39 PM +0000,1133149,114,,"(37.71143999982311, -122.40807000043534)"
21417,Bay Shore Blvd&Visitacion Ave E-FS/BZ,BSHRVIS1,BSHRVISI,3793,37.71062,-122.40389,0,VISITACION AVE,BAY SHORE BLVD,FS,E   ,BZ,1,08/25/2018 02:14:39 PM +0000,1133150,114,,"(37.71062000039486, -122.40388999955206)"
21418,San Bruno Ave&Arleta Ave NE-FS/BZ,SBROARL1,SBROARLT,6352,37.712289,-122.402419,0,ARLETA AVE,BAYSHORE BLVD,FS,NE  ,BZ,1,08/25/2018 02:14:39 PM +0000,1133151,114,,"(37.71228900039682, -122.40241899974755)"
21419,San Bruno Ave&Somerset St  E-MB/BZ,SBROSOMI,,7191,37.713395,-122.401995,0,SOMERSET ST,SAN BRUNO AVE,,E,,,08/25/2018 02:14:39 PM +0000,1133152,114,,"(37.71339499996983, -122.40199500017948)"
21420,3801 San Bruno Ave NE-FS/BZ,SBRO3801,SBRO3801,6350,37.71467,-122.40046,0,,SAN BRUNO AVE,MB,SE  ,,0,08/25/2018 02:14:39 PM +0000,1133153,114,,"(37.71466999998611, -122.40045999967104)"
21421,San Bruno Ave&Harkness Ave NE-FS/BZ,SBROHARK, ,7899,37.718043,-122.400114,,HARKNESS AVE,SAN BRUNO AVE, , , ,,08/25/2018 02:14:39 PM +0000,1133154,114,,"(37.7180430001316, -122.40011399978722)"
21422,San Bruno Ave&Mansell St E-NS/BZ,SBROMAN1,SBROMANS,6360,37.721478,-122.400948,0,MANSELL ST,SAN BRUNO AVE,NS,E   ,BZ,0,08/25/2018 02:14:39 PM +0000,1133155,114,,"(37.7214780004149, -122.40094800024237)"
21423,San Bruno Ave&Paul Ave N-FS/BZ,SBROPAU1,SBROPAUL,6362,37.72418,-122.4021,0,PAUL AVE,SAN BRUNO AVE,FS,N   ,BZ,0,08/25/2018 02:14:39 PM +0000,1133156,114,,"(37.72417999971947, -122.40210000024386)"
21424,San Bruno Ave&Wayland St E-NS/BZ,SBROWYL1,SBROWYLD,6373,37.72637,-122.40301,0,WAYLAND ST,SAN BRUNO AVE,NS,E   ,BZ,0,08/25/2018 02:14:39 PM +0000,1133157,114,,"(37.726369999834475, -122.40301000004813)"
21425,San Bruno Ave&Bacon St NE-FS/BZ,SBROBACN,SBROBACN,6355,37.72797,-122.40367,0,BACON ST,SAN BRUNO AVE,FS,NE  ,BZ,0,08/25/2018 02:14:39 PM +0000,1133158,114,,"(37.72797000004655, -122.4036699996369)"
21426,San Bruno Ave&Thornton Ave E-NS/BZ,SBROTHR1,SBROTHRN,6367,37.73026,-122.40462,0,THORNTON AVE,SAN BRUNO AVE,NS,E   ,BZ,0,08/25/2018 02:14:39 PM +0000,1133159,114,,"(37.730260000111585, -122.40461999962947)"
21427,Bryant St&6TH St E-FS/BZ,BRYT 6S0,BRYT 6ST,3725,37.776157,-122.402231,0,6TH ST,BRYANT ST,FS,S   ,BZ,0,08/25/2018 02:14:39 PM +0000,1133160,114,,"(37.776156999635845, -122.40223099956499)"
21428,Bryant St&5TH St E-FS/BZ,BRYT 5S1,BRYT 5ST,3724,37.77795,-122.39995,0,05TH ST,BRYANT ST,FS,E   ,BZ,0,08/25/2018 02:14:39 PM +0000,1133161,114,,"(37.77795000035187, -122.39994999968258)"
21429,Bryant St&4TH St S-NS/PS,BRYT 4S1,BRYT 4ST,3723,37.779474,-122.398068,0,4TH ST,BRYANT ST,NS,S   ,,0,08/25/2018 02:14:39 PM +0000,1133162,114,,"(37.77947399990972, -122.39806799992388)"
21430,3rd St&Perry (Harrison) St E-NS/BZ,.3STPER1, 3STPERY,3144,37.782106,-122.396805,0,PERRY ST,03RD ST,NS,E   ,BZ,1,08/25/2018 02:14:39 PM +0000,1133163,114,,"(37.78210599964374, -122.39680499985039)"
21431,3rd St&Folsom St N-FS/BZ, 3STFOL0, 3STFOLS,3124,37.784204,-122.399326,0,CLEMENTINA ST,03RD ST,FS,N   ,BZ,1,08/25/2018 02:14:39 PM +0000,1133164,114,,"(37.784204000258576, -122.39932600048994)"
21432,3rd St&Howard St E-NS/BZ, 3STHWR0, 3STHWRD,3128,37.784945,-122.400254,0,HOWARD ST,3RD ST,NS,E   ,BZ,0,08/25/2018 02:14:39 PM +0000,1133165,114,,"(37.78494499968807, -122.40025400024055)"
21433,3rd St&Mission St NE-FS/BZ, 3STMISS,.3STMRKT,3136,37.786373,-122.40211,0,MISSION ST,3RD ST,MB,E   ,BZ,0,08/25/2018 02:14:39 PM +0000,1133166,114,,"(37.78637300008896, -122.40211000048262)"
21434,Kearny St&Geary St NE-FS/BZ,KRNYGEA0,KRNYGEAR,4821,37.788051,-122.403461,0,GEARY ST,KEARNY ST,FS,NE  ,BZ,1,08/25/2018 02:14:39 PM +0000,1133167,114,,"(37.78805100036344, -122.40346099949484)"
21435,Kearny St&Bush St NE-FS/BZ,KRNYBUS1,KRNYBUSH,4818,37.791004,-122.403976,0,BUSH ST,KEARNY ST,FS,NE  ,BZ,0,08/25/2018 02:14:39 PM +0000,1133169,114,,"(37.79100400024247, -122.40397600012632)"
21436,Kearny St&California St NE-FS/BZ,KRNYCAL1,KRNYCALI,4819,37.792878,-122.404364,0,CALIFORNIA ST,KEARNY ST,FS,NE  ,BZ,1,08/25/2018 02:14:39 PM +0000,1133170,114,,"(37.79287799981764, -122.40436399957235)"
21437,Kearny St&Clay St NE-FS/BZ,KRNYCLA1,KRNYCLAY,4820,37.794699,-122.404741,0,CLAY ST,KEARNY ST,FS,NE  ,BZ,1,08/25/2018 02:14:39 PM +0000,1133171,114,,"(37.79469900004814, -122.40474100038377)"
21438,Kearny St&Jackson St SE-NS/BZ,KRNYJAC1,KRNYJACK,4822,37.796126,-122.405027,0,JACKSON ST,KEARNY ST,NS,SE  ,BZ,1,08/25/2018 02:14:39 PM +0000,1133172,114,,"(37.79612599988635, -122.4050270001474)"
21439,Columbus Ave&Kearny St N-FS/BZ,COLMKRN1,COLMKRNY,4111,37.797319,-122.405742,0,KEARNY ST,COLUMBUS AVE,FS,N   ,BZ,0,08/25/2018 02:14:39 PM +0000,1133173,114,,"(37.79731899992228, -122.40574200014153)"
21440,Columbus Ave&Broadway N-FS/BZ,COLMBDW0,COLMBDWY,4101,37.798123,-122.406897,0,BROADWAY,COLUMBUS AVE,FS,N   ,BZ,0,08/25/2018 02:14:39 PM +0000,1133174,114,,"(37.79812299997728, -122.40689699986714)"
21441,Columbus Ave&Green St E-NS/BZ,COLMGRE1,COLMGREN,4108,37.799386,-122.408723,0,GREEN ST,COLUMBUS AVE,NS,E   ,BZ,0,08/25/2018 02:14:39 PM +0000,1133175,114,,"(37.79938600036962, -122.40872300024392)"
21442,Columbus Ave&Union St NE-FS/BZ,COLMUNIO,COLMUNIN,4119,37.8005,-122.410356,0,UNION ST,COLUMBUS AVE,FS,NE  ,BZ,0,08/25/2018 02:14:39 PM +0000,1133176,114,,"(37.80049999958425, -122.41035600016298)"
21443,Powell St&Lombard St SE-NS/PS,POWLLOM1,POWLLOMB,6060,37.802945,-122.411272,0,LOMBARD ST,POWELL ST,NS,SE  ,,0,08/25/2018 02:14:39 PM +0000,1133177,114,,"(37.802945000321515, -122.41127200015006)"
21444,Powell St&Francisco St SE-NS/BZ,POWLFNC1,POWLFNCO,6056,37.80481,-122.41165,0,FRANCISCO ST,POWELL ST,NS,SE  ,BZ,1,08/25/2018 02:14:39 PM +0000,1133178,114,,"(37.80480999987734, -122.41165000042248)"
21445,Powell St&Bay St SE-NS/PS,POWLBAY1,POWLBAY,6045,37.805738,-122.411833,0,BAY ST,POWELL ST,NS,SE  ,,0,08/25/2018 02:14:39 PM +0000,1133179,114,,"(37.80573800037997, -122.41183300017273)"
21446,Bay St&Midway St SE-FS/SB,BAY MID1,BAY MIDW,3031,37.806094,-122.409161,0,MIDWAY ST,BAY ST,FS,SE  ,,0,08/25/2018 02:14:39 PM +0000,1133180,114,,"(37.80609399978443, -122.40916099979337)"
21447,Kearny St&North Point St SE-NS/BZ,KRNYN.P0,KRNYN.PT,4823,37.807182,-122.407211,0,NORTH POINT ST,KEARNY ST,NS,SE  ,BZ,1,08/25/2018 02:14:39 PM +0000,1133181,114,,"(37.807182000101555, -122.40721100003151)"
21448,Powell St&Francisco St NW-NS/BZ,POWLFNC0,POWLFNCO,6055,37.804962,-122.411879,0,FRANCISCO ST,POWELL ST,NS,NW  ,BZ,1,08/25/2018 02:14:39 PM +0000,1133182,114,,"(37.80496200011781, -122.41187899984521)"
21449,Columbus Ave&Union St NW-NS/BZ,COLMUNI1,COLMUNIN,4120,37.800384,-122.410505,0,POWELL ST,COLUMBUS AVE,NS,NW  ,BZ,0,08/25/2018 02:14:39 PM +0000,1133183,114,,"(37.80038399957635, -122.41050499944356)"
21450,Kearny St&Pacific Ave NE-FS/SB,KRNYPAC1,KRNYPACF,4824,37.797331,-122.405267,0,PACIFIC AVE,KEARNY ST,FS,NE  ,,0,08/25/2018 02:14:39 PM +0000,1133184,114,,"(37.79733099962747, -122.4052669994627)"
21451,Stockton St&Sutter St NW-NS/BB,STOKSUT1,STOKSUTT,6524,37.789489,-122.40706,0,BUSH ST,STOCKTON TUNL,NS,NW  ,BB,1,08/25/2018 02:14:39 PM +0000,1133185,114,,"(37.78948900001754, -122.40705999965813)"
21452,Geneva St. & Schwerin St. E-FS/BZ,GNVASHWN,,7522,37.706296,-122.413084,0,ALLAN ST,GENEVA AVE,,,,0,08/25/2018 02:14:39 PM +0000,1133187,114,,"(37.706295999615136, -122.4130840004026)"
21453,City College Terminal NW-FS/SI,CITYCOLL,PHELLOOP,5926,37.723629,-122.45267,0,GENEVA AVE,PHELAN AVE,MB,    ,,0,08/25/2018 02:14:39 PM +0000,1133188,114,,"(37.72362899985943, -122.4526699995402)"
21454,North Point St&Kearny St NW-FS/BZ,N.PTKRN0,N.PTKRNY,5462,37.80735,-122.4079,0,KEARNY ST,NORTH POINT ST,FS,NW  ,BZ,0,08/25/2018 02:14:39 PM +0000,1133189,114,,"(37.8073500003327, -122.40790000002426)"
21455,North Point St&Stockton St NE-NS/BZ,N PTSTO0,N PTSTOK,5470,37.80704,-122.41038,0,STOCKTON ST,NORTH POINT ST,NS,NE  ,BZ,1,08/25/2018 02:14:39 PM +0000,1133190,114,,"(37.80704000028272, -122.41038000048651)"
21456,Powell St&North Point St SW-FS/BZ,POWLN.P0,POWLN.PT,6066,37.806497,-122.412176,0,NORTH POINT ST,POWELL ST,FS,SW  ,BZ,1,08/25/2018 02:14:39 PM +0000,1133191,114,,"(37.80649699984744, -122.41217599976855)"
21457,Powell St&Lombard St SW-FS/BZ,POWLLOM0,POWLLOMB,6061,37.802767,-122.411433,0,LOMBARD ST,POWELL ST,FS,SW  ,BZ,1,08/25/2018 02:14:39 PM +0000,1133193,114,,"(37.80276700042103, -122.41143299980862)"
21458,Powell St&Filbert St NW-NS/PS,POWLFIL0,POWLFILB,6054,37.801232,-122.411124,0,FILBERT ST,POWELL ST,NS,NW  ,,0,08/25/2018 02:14:39 PM +0000,1133194,114,,"(37.80123200019794, -122.41112399987773)"
21459,Stockton St&Columbus Ave SW-FS/BZ,STOKCOL1,STOKCOLM,6513,37.799277,-122.40905,0,COLUMBUS AVE,STOCKTON ST,FS,SW  ,BZ,1,08/25/2018 02:14:39 PM +0000,1133196,114,,"(37.799276999953115, -122.40905000043304)"
21460,Broadway&Grant Ave NW-FS/BZ,BDWYGRN0,,7185,37.797849,-122.407342,0,GRANT AVE,BROADWAY,,NW,,0,08/25/2018 02:14:39 PM +0000,1133197,114,,"(37.797848999798696, -122.4073420004656)"
21461,Stockton St&Pacific Ave W-MB/BB,STOKPAC1,STOKPACF,6521,37.797189,-122.408604,0,PACIFIC AVE,STOCKTON ST,MB,W   ,BB,1,08/25/2018 02:14:39 PM +0000,1133198,114,,"(37.79718900009428, -122.40860400053072)"
21462,Stockton St&Jackson Sts NW-NS/BB,STOKJACK, ,7777,37.795878,-122.408341,,JACKSON ST,STOCKTON ST, , , ,,08/25/2018 02:14:39 PM +0000,1133199,114,,"(37.79587799988491, -122.4083409995493)"
21463,Stockton St&Sacramento St W-MB/BB,STOKSAC1,STOKSACO,6522,37.793433,-122.407861,0,SACRAMENTO ST,STOCKTON ST,MB,W   ,BB,0,08/25/2018 02:14:39 PM +0000,1133200,114,,"(37.793432999568566, -122.40786100051172)"
21464,Mason St&Geary St NE-NS/BZ,MASNGEAR, ,7649,37.787214,-122.409962,0,DERBY ST,MASON ST, , , ,0,08/25/2018 02:14:39 PM +0000,1133201,114,,"(37.787213999890646, -122.40996199989641)"
21465,Cyril Magnin St(5th St N)&Market St NW-NS/BZ,5STNMRK0,5STNMRKT,3612,37.784011,-122.40821,0,MARKET ST,5TH ST NORTH,NS,NW  ,BZ,1,08/25/2018 02:14:39 PM +0000,1133202,114,,"(37.78401100007907, -122.40820999999573)"
21466,5th St&Mission St W-NS/BZ, 5STMIS0, 5STMISS,3173,37.78277,-122.40665,0,MISSION ST,05TH ST,NS,W   ,BZ,0,08/25/2018 02:14:39 PM +0000,1133203,114,,"(37.78276999975034, -122.40664999946229)"
21467,5th St&Howard St S-FS/BZ, 5STHWR0, 5STHWRD,3171,37.78123,-122.40474,0,HOWARD ST,5TH ST,FS,S   ,BZ,0,08/25/2018 02:14:39 PM +0000,1133204,114,,"(37.781229999978336, -122.40474000017176)"
21468,5th St&Folsom St W-NS/BZ, 5STFOL0, 5STFOLS,3168,37.78031,-122.40357,0,FOLSOM ST,05TH ST,NS,W   ,BZ,0,08/25/2018 02:14:39 PM +0000,1133205,114,,"(37.78031000037034, -122.40357000056511)"
21469,San Bruno Ave&Felton St W-FS/BZ,SBROFELT, ,7900,37.729912,-122.404631,,BURROWS ST,SAN BRUNO AVE, , , ,,08/25/2018 02:14:39 PM +0000,1133207,114,,"(37.72991199958885, -122.40463099990409)"
21470,San Bruno Ave&Bacon St W-FS/BZ,SBROBACW,SBROBACN,6357,37.72752,-122.403647,0,BACON ST,SAN BRUNO AVE,NS,W   ,BZ,0,08/25/2018 02:14:39 PM +0000,1133208,114,,"(37.72751999958939, -122.40364699993259)"
21471,San Bruno Ave&Dwight St W-NS/BZ,SBRODWI0,SBRODWIG,6358,37.72408,-122.4022,0,DWIGHT ST,SAN BRUNO AVE,NS,NW  ,BZ,0,08/25/2018 02:14:39 PM +0000,1133209,114,,"(37.72407999980843, -122.40219999981785)"
21472,San Bruno Ave&Mansell St W-NS/BZ,SBROMAN0,SBROMANS,6361,37.721604,-122.401223,0,MANSELL ST,SAN BRUNO AVE,NS,NW  ,,1,08/25/2018 02:14:39 PM +0000,1133210,114,,"(37.72160400015995, -122.40122299968914)"
21473,San Bruno Ave&Ward St SW-MI/BZ,SBROWAR0,SBROWARD,6369,37.71905,-122.40049,0,WARD ST,SAN BRUNO AVE,MI,W   ,BZ,0,08/25/2018 02:14:39 PM +0000,1133211,114,,"(37.71905000016091, -122.4004900001308)"
21474,San Bruno Ave&Wilde Ave W-NS/BZ,SBROWIL0,SBROWILD,6371,37.71672,-122.39993,0,WILDE AVE,SAN BRUNO AVE,NS,NW  ,BZ,0,08/25/2018 02:14:39 PM +0000,1133212,114,,"(37.71671999974502, -122.39992999947515)"
21475,3800 San Bruno Ave N-NS/BZ,SBRO3800,SBRO3800,6348,37.71479,-122.40057,0,,SAN BRUNO AVE,MB,N   ,,0,08/25/2018 02:14:39 PM +0000,1133213,114,,"(37.714789999982294, -122.40056999986969)"
21476,San Bruno Ave&Somerset St NW-NS/BZ,SBROSOM0,SBROSOME,6366,37.71384,-122.40213,0,SOMERSET ST,SAN BRUNO AVE,NS,NW  ,,0,08/25/2018 02:14:39 PM +0000,1133214,114,,"(37.71384000013561, -122.40213000009014)"
21477,Bay Shore Blvd&Leland Ave W-FS/BZ,BSHRLEL0,BSHRLELD,3783,37.711138,-122.403783,0,LELAND AVE,BAYSHORE BLVD,FS,W   ,BZ,0,08/25/2018 02:14:39 PM +0000,1133216,114,,"(37.71113800038064, -122.40378300048519)"
21478,Visitacion Ave&Bayshore Blvd N-FS/BZ,VISIBSH0,VISIBSHR,6847,37.710567,-122.404493,0,BAYSHORE BLVD,VISITACION AVE,FS,N   ,BZ,0,08/25/2018 02:14:39 PM +0000,1133217,114,,"(37.71056700010341, -122.40449300029819)"
21479,Visitacion Ave&Rutland St E-NS/PS,VISIRUT0,VISIRUTL,6850,37.711488,-122.407791,0,RUTLAND ST,VISITACION AVE,NS,E   ,,0,08/25/2018 02:14:39 PM +0000,1133218,114,,"(37.71148800021995, -122.4077909997449)"
21480,Visitacion Ave&Schwerin St E-NS/PS,VISISHW0,VISISHWN,6854,37.712247,-122.410504,0,SCHWERIN ST,VISITACION AVE,NS,E   ,,0,08/25/2018 02:14:39 PM +0000,1133219,114,,"(37.712246999734965, -122.41050399970722)"
21481,Visitacion Ave&Britton St E-NS/SB,VISIBRI0,VISIBRIT,6845,37.712765,-122.412371,0,BRITTON ST,VISITACION AVE,NS,E   ,,0,08/25/2018 02:14:39 PM +0000,1133220,114,,"(37.71276499981456, -122.41237100036425)"
21482,Visitacion Ave&Sawyer St E-NS/SB,VISISAW0,VISISAWY,6852,37.713283,-122.414237,0,SAWYER ST,VISITACION AVE,NS,E   ,,0,08/25/2018 02:14:39 PM +0000,1133221,114,,"(37.713282999718565, -122.414236999508)"
21483,Hahn St&Visitacion Ave SW-FS/SB,HAHNVIS0,HAHNVISI,7026,37.713301,-122.415486,0,VISITACION AVE,HAHN ST,FS,SW  ,,0,08/25/2018 02:14:39 PM +0000,1133222,114,,"(37.71330100027731, -122.41548599961236)"
21484,Hahn St&Sunnydale Ave N-NS/PS,HAHNSUNY,HAHNSUNY,4938,37.712025,-122.416047,0,SUNNYDALE AVE,HAHN ST,NS,NW  ,,0,08/25/2018 02:14:39 PM +0000,1133223,114,,"(37.71202499984545, -122.41604700038305)"
21485,Sunnydale Ave&Santos St NE-NS/SB,SUNYSAN0,SUNYSANT,6577,37.712419,-122.418177,0,SANTOS ST,SUNNYDALE AVE,NS,NE  ,,0,08/25/2018 02:14:39 PM +0000,1133224,114,,"(37.71241899955007, -122.41817700004691)"
21486,Santos St&Brookdale Ave NW-NS/BZ,SANTBRO0,SANTBROK,6339,37.711696,-122.418864,0,BROOKDALE AVE,SANTOS ST,FS,E   ,,0,08/25/2018 02:14:39 PM +0000,1133225,114,,"(37.711695999923634, -122.41886399974528)"
21487,Santos St&Velasco Ave N-NS/PS,SANTVEL0,SANTVELA,6346,37.710028,-122.419426,0,VELASCO AVE,SANTOS ST,NS,S   ,,0,08/25/2018 02:14:39 PM +0000,1133226,114,,"(37.71002800023947, -122.41942599992524)"
21488,Geneva Ave&Santos St N-FS/BZ,GNVASANN,GNVASANT,4900,37.708484,-122.420354,0,SANTOS ST,GENEVA AVE,FS,N   ,BZ,0,08/25/2018 02:14:39 PM +0000,1133227,114,,"(37.708484000104725, -122.42035400036573)"
21489,Geneva Ave&Carter St NE-NS/BZ,GNVACRT0,,7300,37.709306,-122.423217,,CARTER ST,GENEVA AVE,,,,,08/25/2018 02:14:39 PM +0000,1133228,114,,"(37.70930600025286, -122.42321699968484)"
21490,1721 Geneva Ave NE-MB/PS,GNVA1720,GNVA1721,4798,37.71108,-122.42627,0,,GENEVA AVE,MB,NE  ,,0,08/25/2018 02:14:39 PM +0000,1133229,114,,"(37.71107999997311, -122.42626999957737)"
21491,1650 Geneva Ave N-FS/BZ,GNVA1650,GNVA1650,4795,37.71187,-122.42819,0,,GENEVA AVE,FS,N   ,,0,08/25/2018 02:14:39 PM +0000,1133230,114,,"(37.71187000024637, -122.42818999964486)"
21492,Geneva Ave&Prague St E-NS/BZ,GNVAPRA0,GNVAPRAG,4894,37.712832,-122.431805,0,PRAGUE ST,GENEVA AVE,NS,E   ,BZ,0,08/25/2018 02:14:39 PM +0000,1133231,114,,"(37.71283199970065, -122.4318049997925)"
21493,Geneva Ave&Moscow St N-FS/BZ,GNVAMSC0,GNVAMSCW,4889,37.713332,-122.433957,0,MOSCOW ST,GENEVA AVE,FS,N   ,BZ,0,08/25/2018 02:14:39 PM +0000,1133232,114,,"(37.71333200027812, -122.43395700009302)"
21494,Geneva Ave&Naples St E-NS/BZ,GNVANAP0,GNVANAPL,4890,37.714251,-122.436042,0,NAPLES ST,GENEVA AVE,NS,E,BZ,0,08/25/2018 02:14:39 PM +0000,1133233,114,,"(37.71425099970657, -122.43604199960478)"
21495,Church St&Duboce Ave NW-NS/BZ,CHURDUB0,CHURDUBO,4005,37.769499,-122.429167,0,DUBOCE AVE,CHURCH ST,NS,NW ,SI,0,08/25/2018 02:14:39 PM +0000,1133624,114,,"(37.769498999635694, -122.42916700030631)"
21496,4th Street & King St S-FS/SB,4STKING ,,7366,37.776153,-122.393944,0,KING ST,4TH ST,,E,,0,08/25/2018 02:14:39 PM +0000,1133630,114,,"(37.77615300018696, -122.39394399964324)"
21497,3rd St&Evans Ave SW-FS/SB,.3STEVA0, 3STEVAN,3123,37.74244,-122.38815,0,EVANS AVE,03RD ST,FS,SW  ,BZ,1,08/25/2018 02:14:39 PM +0000,1133632,114,,"(37.74243999961424, -122.38815000044025)"
21498,3rd St&Carroll Ave N-NS/BZ,.3STCAR0, 3STCARR,3115,37.72567,-122.3943,0,CARROLL AVE,03RD ST,NS,N   ,BZ,0,08/25/2018 02:14:39 PM +0000,1133633,114,,"(37.72566999995978, -122.39430000011117)"
21499,San Jose Ave&Geneva Ave E-FS/BZ,S J GNV1,S J GNVA,6260,37.720827,-122.446474,0,SENECA AVE,SAN JOSE AVE,FS,E   ,BZ,0,08/25/2018 02:14:39 PM +0000,1133635,114,,"(37.720826999844355, -122.44647400024782)"
20070,Ocean Ave&Mission St NW-FS/PS,OCENMIS0,OCENMISS,5796,37.723887,-122.436143,0,PERSIA AVE,OCEAN AVE,FS,NW  ,,0,08/25/2018 02:14:39 PM +0000,1131090,114,,"(37.723887000063826, -122.43614299960771)"
20071,Ocean Ave&Persia Ave SE-FS/PS,OCENPER1,OCENPERS,5801,37.72382,-122.43589,0,PERSIA AVE,OCEAN AVE,FS,SE  ,,0,08/25/2018 02:14:39 PM +0000,1131122,114,,"(37.723820000384826, -122.43589000014842)"
20072,Van Ness Ave&No. Point St NW-NS/BZ,V.N.N.P1,V.N.N.PT,6820,37.805108,-122.425409,0,NORTH POINT ST,VAN NESS AVE,,SW  ,BZ,1,08/25/2018 02:14:39 PM +0000,1131129,114,,"(37.805107999641685, -122.42540900000031)"
20073,Van Ness Ave&O'Farrell St NE-FS/BZ,V N OFA1,V N OFAR,6823,37.784817,-122.421128,0,OFARRELL ST,VAN NESS AVE,FS,NE  ,BZ,0,08/25/2018 02:14:39 PM +0000,1131153,114,,"(37.78481700027615, -122.42112800042874)"
20074,Van Ness Ave&Sutter St NE-FS/BZ,V N SUT0,V N SUTT,6829,37.78783,-122.42166,0,SUTTER ST,VAN NESS AVE,FS,NE  ,BZ,0,08/25/2018 02:14:39 PM +0000,1131154,114,,"(37.78783000001766, -122.42165999978815)"
20075,Van Ness Ave&Clay St NE-FS/BZ,V N CLA1,V N CLAY,6803,37.79245,-122.4226,0,CLAY ST,VAN NESS AVE,FS,NE  ,BZ,0,08/25/2018 02:14:39 PM +0000,1131155,114,,"(37.79244999985586, -122.42260000018871)"
20076,Van Ness Ave&Broadway NE-FS/BZ,V N BDW1,V N BDWY,6798,37.79608,-122.423331,0,BROADWAY,VAN NESS AVE,FS,NE  ,BZ,0,08/25/2018 02:14:39 PM +0000,1131157,114,,"(37.79607999980737, -122.42333099972588)"
20077,Van Ness Ave&North Point St NE-FS,V.N.NPIB,V.N.N.PT,6818,37.805161,-122.425248,0,VAN NESS AVE,NORTH POINT ST,FS,NE  ,,0,08/25/2018 02:14:39 PM +0000,1131160,114,,"(37.80516099962655, -122.42524800011064)"
20078,Diamond Heights Blvd & Gold Mine Dr W,DHTSG.M0,DHTSG.MI,4369,37.74359,-122.43786,0,GOLD MINE DR,DIAMOND HEIGHTS BLVD,NS,W   ,FL,1,08/25/2018 02:14:39 PM +0000,1131162,114,,"(37.743589999761014, -122.43786000017036)"
20079,Excelsior Ave&Mission St S-FS/BZ,EXCLMIS0,EXCLMISS,4572,37.726162,-122.433577,0,MISSION ST,EXCELSIOR AVE,FS,S   ,BZ,0,08/25/2018 02:14:39 PM +0000,1131164,114,,"(37.72616200000221, -122.43357699955618)"
20080,Dublin St&La Grande Ave SE-NS/BZ,DBLNLAGR,DBLNLAGR,913,37.719192,-122.425802,0,PERSIA AVE,DUBLIN ST,NS,SE,BZ,0,08/25/2018 02:14:39 PM +0000,1131165,114,,"(37.71919199972622, -122.42580199968671)"
20081,24th St&Bryant St NW-FS/BZ,24STBRY0,24STBRYT,3458,37.752853,-122.409281,0,BRYANT ST,24TH ST,FS,NW  ,BZ,1,08/25/2018 02:14:39 PM +0000,1130943,114,,"(37.75285299986701, -122.40928100053759)"
20082,24th St&Harrison St NW-FS/BZ,24STHAR0,24STHARR,3473,37.752694,-122.412054,0,HARRISON ST,24TH ST,FS,NW  ,BZ,0,08/25/2018 02:14:39 PM +0000,1130944,114,,"(37.75269400016751, -122.41205400047043)"
20083,24th St&Folsom St NW-FS/BZ,24STFOL0,24STFOLS,3469,37.75256,-122.414242,0,FOLSOM ST,24TH ST,FS,NW  ,BZ,1,08/25/2018 02:14:39 PM +0000,1130945,114,,"(37.752559999614725, -122.41424199960991)"
