OBJECTID,STOPNAME,TRAPEZESTOPABBR,RUCUSSTOPABBR,STOPID,LATITUDE,LONGITUDE,ACCESSIBILITYMASK,ATSTREET,ONSTREET,POSITION,ORIENTATION,SERVICEPLANNINGSTOPTYPE,SHELTER,INSERT_TIMESTAMP,SDE_ID,SIGNUPID,SUPERVISOR_DISTRICT,point
19017,5th St&Mission St N-FS/BZ, 5STMIS1, 5STMISS,3172,37.78296,-122.40665,0,MISSION ST,5TH ST,FS,N   ,BZ,0,08/25/2018 02:14:39 PM +0000,1129391,114,,"(37.782959999752435, -122.40664999973924)"
19018,Ellis St&Mason St NE-NS/BZ,ELISMASN,,7215,37.785358,-122.409367,0,MASON ST,ELLIS ST,,NE,,,08/25/2018 02:14:39 PM +0000,1129392,114,,"(37.78535799997308, -122.4093670003573)"
19019,Ellis St&Taylor St NW-FS/BZ,ELISTAY1,ELISTAYL,4499,37.78509,-122.41145,0,TAYLOR ST,ELLIS ST,FS,NW  ,BZ,0,08/25/2018 02:14:39 PM +0000,1129393,114,,"(37.78508999963843, -122.41145000022384)"
19020,Ellis St&Jones St NW-FS/BZ,ELISJON1,ELISJONE,4496,37.78488,-122.41315,0,JONES ST,ELLIS ST,FS,NW  ,BZ,0,08/25/2018 02:14:39 PM +0000,1129394,114,,"(37.7848800000264, -122.41314999969119)"
19021,Ellis St&Leavenworth St NE-NS/SB,ELISLEA1,ELISLEAV,4497,37.78471,-122.41427,0,LEAVENWORTH ST,ELLIS ST,NS,NE  ,,0,08/25/2018 02:14:39 PM +0000,1129395,114,,"(37.784710000291106, -122.41426999961381)"
19022,Leavenworth St&O'Farrell St SE-NS,LEAVOFA1,LEAVOFAR,4867,37.7855,-122.41453,0,O'FARRELL ST,LEAVENWORTH ST,NS,SE  ,BZ,1,08/25/2018 02:14:39 PM +0000,1129396,114,,"(37.78550000023622, -122.41453000006815)"
19023,Leavenworth St&Geary St SE-NS/BZ,LEAVGEA1,LEAVGEAR,4865,37.78643,-122.4147,0,GEARY BLVD,LEAVENWORTH ST,NS,SE  ,BZ,1,08/25/2018 02:14:39 PM +0000,1129397,114,,"(37.78643000004549, -122.41470000033343)"
19024,Leavenworth St&Post St SE-NS/BZ,LEAVPOS1,LEAVPOST,4869,37.78736,-122.41488,0,POST ST,LEAVENWORTH ST,NS,SE  ,BZ,1,08/25/2018 02:14:39 PM +0000,1129398,114,,"(37.78735999974112, -122.41487999961811)"
19025,Leavenworth St&Bush St SE-NS/BZ,LEAVBUS1,LEAVBUSH,4862,37.78922,-122.41529,0,BUSH ST,LEAVENWORTH ST,NS,SE  ,BZ,1,08/25/2018 02:14:39 PM +0000,1129399,114,,"(37.7892199999961, -122.41529000040944)"
19026,Leavenworth St&Pine St SE-NS/BZ,LEAVPIN1,LEAVPINE,4868,37.79015,-122.41548,0,PINE ST,LEAVENWORTH ST,NS,SE  ,BZ,0,08/25/2018 02:14:39 PM +0000,1129400,114,,"(37.79015000038103, -122.41547999988958)"
19027,Leavenworth St&California St SE-NS,LEAVCAL1,LEAVCALI,4863,37.79109,-122.41567,0,CALIFORNIA ST,LEAVENWORTH ST,NS,SE  ,BZ,1,08/25/2018 02:14:39 PM +0000,1129401,114,,"(37.79109000001525, -122.41566999949706)"
19028,Leavenworth St&Sacramento St SE-NS,LEAVSAC1,LEAVSACO,4870,37.79206,-122.41586,0,SACRAMENTO ST,LEAVENWORTH ST,NS,SE  ,BZ,1,08/25/2018 02:14:39 PM +0000,1129402,114,,"(37.792060000096676, -122.41586000032343)"
19029,Leavenworth St&Clay St SE-NS/BZ,LEAVCLA1,LEAVCLAY,4864,37.79295,-122.41604,0,CLAY ST,LEAVENWORTH ST,NS,SE  ,BZ,1,08/25/2018 02:14:39 PM +0000,1129403,114,,"(37.79295000014197, -122.41603999950927)"
19030,Leavenworth St&Washington St SE-NS,LEAVWAS1,LEAVWASH,4872,37.79382,-122.41622,0,WASHINGTON ST,LEAVENWORTH ST,NS,SE  ,BZ,0,08/25/2018 02:14:39 PM +0000,1129404,114,,"(37.79382000038412, -122.41621999962241)"
19031,Leavenworth St&Jackson St SE-NS/PS,LEAVJAC1,LEAVJACK,4866,37.79465,-122.41638,0,JACKSON ST,LEAVENWORTH ST,NS,SE  ,,0,08/25/2018 02:14:39 PM +0000,1129405,114,,"(37.79465000023955, -122.41637999991052)"
19032,Jackson St&Hyde St NW-FS/PS,JACKHYD1,JACKHYDE,5151,37.794605,-122.418293,0,HYDE ST,JACKSON ST,FS,NW  ,,0,08/25/2018 02:14:39 PM +0000,1129406,114,,"(37.794604999947104, -122.41829299948553)"
19033,Jackson St&Larkin St NE-NS/PS,JACKLAR1,JACKLARK,5153,37.79441,-122.41963,0,LARKIN ST,JACKSON ST,NS,NE  ,,0,08/25/2018 02:14:39 PM +0000,1129407,114,,"(37.794409999967094, -122.41962999983022)"
19034,Jackson St&Polk St NE-NS/PS,JACKPOL1,JACKPOLK,5158,37.79419,-122.42129,0,POLK ST,JACKSON ST,NS,NE  ,,0,08/25/2018 02:14:39 PM +0000,1129408,114,,"(37.794190000298215, -122.42128999967126)"
19035,Van Ness &North Point SE-NS/BZ,V.N.N.P0,V.N.N.PT,6819,37.805063,-122.425351,0,NORTH POINT ST,VAN NESS AVE,NS,NW  ,BZ,0,08/25/2018 02:14:39 PM +0000,1129409,114,,"(37.805063000230234, -122.42535099986426)"
19036,Francisco St&Polk St NE-MB/PS,FRANPOLK,,7529,37.803377,-122.423793,0,POLK ST,FRANCISCO ST,,,,0,08/25/2018 02:14:39 PM +0000,1129410,114,,"(37.80337700030505, -122.42379300037007)"
19037,Lombard St&Fillmore St NE-NS/BZ,LOMBFIL0,LOMBFILL,5275,37.799881,-122.435958,0,FILLMORE ST,LOMBARD ST,NS,NE,BZ,0,08/25/2018 02:14:39 PM +0000,1129411,114,,"(37.79988099977451, -122.43595800012802)"
19038,Merchant Rd&Golden Gate Br. N-NS/SB,GGBRMCH0,GGBRMCHT,4776,37.806668,-122.475872,0,MERCHANT RD,UNNAMED 152,NS,N   ,FL,0,08/25/2018 02:14:39 PM +0000,1129412,114,,"(37.8066680001196, -122.47587200020277)"
19039,19th Ave&Lincoln Way SW-FS/BZ,19AVLWA2,19AVLWAY,3371,37.765375,-122.477404,0,LINCOLN WY,19TH AVE,FS,SW  ,BZ,0,08/25/2018 02:14:39 PM +0000,1129413,114,,"(37.7653750004359, -122.47740400009977)"
19040,19th Ave&Sloat Blvd SW-FS/SB,19AVSLO0,19AVSLOA,3390,37.734556,-122.475203,0,OCEAN AVE,19TH AVE,FS,SW,BZ,0,08/25/2018 02:14:39 PM +0000,1129414,114,,"(37.734555999665844, -122.4752030002541)"
19041,Daly City Bart Station W-FS/SB,D.C.BART,D.C.BART,4341,37.705764,-122.469273,0,WEST STATION RD,BART ACCESS RD,NS,NW,TR,0,08/25/2018 02:14:39 PM +0000,1129416,114,,"(37.70576400022756, -122.46927300004856)"
19042,Van Ness Ave&Chestnut St NW-NS/BZ,V.N.CHE0,V.N.CHES,6801,37.802431,-122.424905,0,CHESTNUT ST,VAN NESS AVE,NS,NW  ,BZ,1,08/25/2018 02:14:39 PM +0000,1129417,114,,"(37.80243099988154, -122.42490500043502)"
19043,Lombard St & Gough St NW-FS/BZ,LOMBGOU, ,7800,37.800942,-122.42807,,GOUGH ST,LOMBARD ST, , , ,,08/25/2018 02:14:39 PM +0000,1129418,114,,"(37.80094200026005, -122.42806999973038)"
19044,Lombard St&Laguna St NE-NS/SB,LOMBLGN1,LOMBLGNA,5280,37.80057,-122.43101,0,LAGUNA ST,LOMBARD ST,NS,NE  ,,0,08/25/2018 02:14:39 PM +0000,1129419,114,,"(37.800569999798284, -122.43100999973817)"
19045,Lombard St&Pierce St NE-NS/BZ,LOMBPIE0,LOMBPIER,5285,37.799542,-122.439192,0,PIERCE ST,LOMBARD ST,NS,NE,BZ,0,08/25/2018 02:14:39 PM +0000,1129420,114,,"(37.79954200015313, -122.43919200039205)"
19046,Lombard St&Divisadero St NW-FS/BZ,LOMBDIV0,LOMBDIVI,5273,37.799078,-122.442861,0,DIVISADERO ST,LOMBARD ST,FS,NW,BZ,0,08/25/2018 02:14:39 PM +0000,1129421,114,,"(37.79907800000155, -122.44286099981547)"
19047,Richardson Ave&Francisco St SE-NS,RCHNFNC0,RCHNFNCO,6182,37.800328,-122.446954,0,FRANCISCO ST,RICHARDSON AVE,NS,SE  ,BZ,0,08/25/2018 02:14:39 PM +0000,1129422,114,,"(37.80032800003286, -122.44695399951354)"
19048,Golden Gate Br. Parking Lot N-NS/SB,GGBR LON,GGBR LOT,4773,37.807561,-122.475024,0,,TOLL PLAZA TUNNEL,NS,N   ,FL,0,08/25/2018 02:14:39 PM +0000,1129423,114,,"(37.80756099956852, -122.47502400019235)"
19049,Park Presidio&California SW-FS/SB,PKPRCAL0,PKPRCALI,5948,37.784336,-122.472642,0,CALIFORNIA ST,PARK PRESIDIO BLVD,FS,SW,FL,1,08/25/2018 02:14:39 PM +0000,1129424,114,,"(37.784336000081694, -122.47264200040024)"
19050,Park Presidio&Geary Blvd SW-FS/SB,PKPRGEA0,PKPRGEAR,5952,37.780571,-122.472412,0,GEARY BLVD,PARK PRESIDIO BLVD,FS,SW,FL,1,08/25/2018 02:14:39 PM +0000,1129425,114,,"(37.780570999760904, -122.47241200014281)"
19051,Park Presidio Blvd&Balboa St SW-FS,PKPRBBO2,PKPRBBOA,5947,37.77648,-122.47214,0,BALBOA ST,PARK PRESIDIO BLVD,FS,SW  ,FL,1,08/25/2018 02:14:39 PM +0000,1129426,114,,"(37.77648000023016, -122.47214000034559)"
19052,Park Presidio Blvd&Fulton St NW-NS,PKPRFUL2,PKPRFULT,5951,37.77327,-122.47191,0,FULTON ST,PARK PRESIDIO BLVD,NS,NW  ,FL,1,08/25/2018 02:14:39 PM +0000,1129427,114,,"(37.77327000024051, -122.47191000047536)"
19053,19th Ave&Irving St NW-NS/BZ,19AVIRV0,19AVIRVG,3359,37.76368,-122.47731,0,IRVING ST,19TH AVE,NS,NW  ,BZ,1,08/25/2018 02:14:39 PM +0000,1129428,114,,"(37.763679999782504, -122.4773100004057)"
19054,19th Ave&Judah St SW-FS/BZ,19AVJUD0,19AVJUDA,3365,37.7614,-122.47711,0,JUDAH ST,19TH AVE,FS,SW  ,BZ,1,08/25/2018 02:14:39 PM +0000,1129429,114,,"(37.76140000011111, -122.47711000052226)"
19055,19th Ave&Kirkham St NW-NS/BZ,19AVKIR0,19AVKIRK,3367,37.75995,-122.47695,0,KIRKHAM ST,19TH AVE,NS,NW  ,BZ,0,08/25/2018 02:14:39 PM +0000,1129430,114,,"(37.759950000432035, -122.47694999991391)"
19056,19th Ave&Lawton St SW-FS/BZ,19AVLAW2,19AVLAWT,3369,37.757889,-122.476782,0,LAWTON ST,19TH AVE,FS,SW  ,BZ,0,08/25/2018 02:14:39 PM +0000,1129431,114,,"(37.75788899957241, -122.4767820004839)"
19057,19th Ave&Moraga St NW-NS/BZ,19AVMOR0,19AVMORA,3372,37.75622,-122.47669,0,MORAGA ST,19TH AVE,NS,NW  ,BZ,0,08/25/2018 02:14:39 PM +0000,1129432,114,,"(37.75622000023286, -122.47669000046844)"
19058,19th Ave&Noriega St SW-FS/BZ,19AVNOR2,19AVNORI,3375,37.75392,-122.47653,0,NORIEGA ST,19TH AVE,FS,SW  ,BZ,0,08/25/2018 02:14:39 PM +0000,1129433,114,,"(37.75391999979505, -122.47652999945002)"
19059,19th Ave&Ortega St SW-FS/BZ,19AVORT0,19AVORTG,3380,37.75206,-122.4764,0,ORTEGA ST,19TH AVE,FS,SW  ,BZ,0,08/25/2018 02:14:39 PM +0000,1129434,114,,"(37.75206000027112, -122.47639999955386)"
19060,19th Ave&Pacheco St SW-FS/BZ,19AVPAC0,19AVPACH,3382,37.7502,-122.47627,0,PACHECO ST,19TH AVE,FS,SW  ,BZ,0,08/25/2018 02:14:39 PM +0000,1129435,114,,"(37.75020000001415, -122.47627000052003)"
19061,19th Ave&Quintara St SW-FS/BZ,19AVQUI2,19AVQUIN,3384,37.7483,-122.47614,0,QUINTARA ST,19TH AVE,FS,SW  ,BZ,1,08/25/2018 02:14:39 PM +0000,1129436,114,,"(37.74829999992548, -122.47613999962509)"
19062,19th Ave&Rivera St SW-FS/BZ,19AVRVR0,19AVRVRA,3389,37.74647,-122.47601,0,RIVERA ST,19TH AVE,FS,SW  ,BZ,0,08/25/2018 02:14:39 PM +0000,1129437,114,,"(37.74647000022707, -122.47601000040423)"
19063,19th Ave&Santiago St NW-NS/BZ,19AVSNT2,19AVSNTG,3393,37.74507,-122.4759,0,SANTIAGO ST,19TH AVE,NS,NW  ,BZ,0,08/25/2018 02:14:39 PM +0000,1129438,114,,"(37.74507000040816, -122.47590000047849)"
19064,19th Ave&Taraval St NW-NS/BZ,19AVTAR2,19AVTARA,3395,37.74318,-122.47578,0,TARAVAL ST,19TH AVE,NS,NW  ,BZ,1,08/25/2018 02:14:39 PM +0000,1129439,114,,"(37.743180000352304, -122.47578000017295)"
19065,19th Ave&Ulloa St NW-NS/BZ,19AVULO0,19AVULOA,3397,37.74129,-122.47568,0,ULLOA ST,19TH AVE,NS,NW  ,BZ,0,08/25/2018 02:14:39 PM +0000,1129440,114,,"(37.74128999971508, -122.47568000015659)"
19066,19th Ave&Vicente St SW-FS/BZ,19AVVCT0,19AVVCTE,3399,37.73901,-122.47553,0,VICENTE ST,19TH AVE,FS,SW  ,BZ,1,08/25/2018 02:14:39 PM +0000,1129441,114,,"(37.739010000283145, -122.47553000007613)"
19067,19th Ave&Wawona St NW-NS/BZ,19AVWAW0,19AVWAWO,3400,37.73757,-122.47542,0,WAWONA ST,19TH AVE,NS,NW  ,BZ,0,08/25/2018 02:14:39 PM +0000,1129442,114,,"(37.73756999996564, -122.47541999982728)"
19068,19th Ave&Ocean Ave NW-NS/SB,19AVOCE0,19AVOCEN,3377,37.73279,-122.4751,0,OCEAN AVE,19TH AVE,NS,NW  ,FL,0,08/25/2018 02:14:39 PM +0000,1129443,114,,"(37.73278999970496, -122.47509999989029)"
19069,19th Ave&Eucalyptus Dr NW-NS-BZ,19AVEUC0,19AVEUCA,3354,37.731175,-122.474962,0,OCEAN AVE,19TH AVE,NS,NW  ,BZ,0,08/25/2018 02:14:39 PM +0000,1129444,114,,"(37.73117500006785, -122.47496200013592)"
19070,19th Ave&Junipero Serra Blvd W-NS,19AVJ S0,19AVJ S,3363,37.717323,-122.47297,0,JUNIPERO SERRA BLVD,19TH AVE,NS,W   ,FL,0,08/25/2018 02:14:39 PM +0000,1129446,114,,"(37.717322999584134, -122.47297000027918)"
19071,Junipero Serra Blvd & Font Blvd NW,J S FON0,J S FONT,5136,37.71463,-122.47191,0,FONT BLVD,JUNIPERO SERRA BLVD,NS,NW  ,FL,0,08/25/2018 02:14:39 PM +0000,1129447,114,,"(37.714630000007666, -122.471910000041)"
19072,J. Serra at S. F. Golf Club SW-FS,J S CLU0,J S CLUB,5135,37.710707,-122.471324,0,JUNIPERO SERRA BLVD ON RAMP,JUNIPERO SERRA BLVD,FS,SW  ,FL,0,08/25/2018 02:14:39 PM +0000,1129448,114,,"(37.710706999612356, -122.47132399965348)"
19073,19th Ave&Sloat Blvd NE-FS/BZ,19AVSLO1,19AVSLOA,3391,37.734717,-122.474974,0,BEACHMONT DR,SLOAT BLVD,FS,NE,BZ,0,08/25/2018 02:14:39 PM +0000,1129451,114,,"(37.73471700019506, -122.47497400054101)"
19074,Cross Over Dr&Lincoln St NE-FS/SB,XOVRLWAY,,7758,37.765544,-122.477243,,LINCOLN WY,CROSS OVER DR,,,,,08/25/2018 02:14:39 PM +0000,1129452,114,,"(37.76554400003976, -122.4772430003561)"
19075,Lombard St&Fillmore St SW-NS/BZ,LOMBFIL1,LOMBFILL,5274,37.799711,-122.43613,0,FILLMORE ST,LOMBARD ST,NS,SW,BZ,0,08/25/2018 02:14:39 PM +0000,1129454,114,,"(37.79971100023639, -122.4361299995561)"
19076,Van Ness Ave & North Point St SE-NS/BZ,V.N. PT, ,7799,37.804876,-122.425237,,NORTH POINT ST,VAN NESS AVE, , , ,,08/25/2018 02:14:39 PM +0000,1129455,114,,"(37.80487599972385, -122.42523700005295)"
19077,Junipero Serra Blvd&Palmetto Av FS,J S PAL2,J S PALM,5140,37.71091,-122.47099,0,PALMETTO AVE,JUNIPERO SERRA BLVD,FS,NE  ,FL,0,08/25/2018 02:14:39 PM +0000,1129456,114,,"(37.71090999977988, -122.47099000038435)"
19078,Junipero Serra Blvd&Brotherhd NE-FS,J S BRH1,J S BRHD,5134,37.71355,-122.47126,0,BROTHERHOOD WAY,JUNIPERO SERRA BLVD,FS,NE  ,FL,0,08/25/2018 02:14:39 PM +0000,1129457,114,,"(37.71355000008245, -122.47126000020893)"
19079,19th Ave&Junipero Serra Blvd N-FS ,19AVJ S1,19AVJ S,3362,37.71805,-122.47318,0,JUNIPERO SERRA BLVD,19TH AVE,FS,N   ,BZ,0,08/25/2018 02:14:39 PM +0000,1129458,114,,"(37.718049999692205, -122.47317999970271)"
19080,19th Ave&Eucalyptus Dr SE-NS/BZ,19AVEUC1,19AVEUCA,3355,37.73097,-122.47472,0,EUCALYPTUS DR,19TH AVE,NS,SE  ,BZ,0,08/25/2018 02:14:39 PM +0000,1129460,114,,"(37.73096999966781, -122.47471999961724)"
19081,19th Ave&Ocean Ave SE-NS/SB,19AVOCE1,19AVOCEN,3378,37.73212,-122.4748,0,OCEAN AVE,19TH AVE,NS,SE  ,FL,0,08/25/2018 02:14:39 PM +0000,1129461,114,,"(37.732119999895495, -122.47480000043086)"
19082,19th Ave&Wawona St SE-NS/BZ,19AVWAW1,19AVWAWO,3401,37.73734,-122.47515,0,WAWONA ST,19TH AVE,NS,SE  ,BZ,0,08/25/2018 02:14:39 PM +0000,1129462,114,,"(37.73733999956714, -122.47515000020128)"
19083,19th Ave&Vicente St SE-NS/SB,19AVVCT1,19AVVCTE,3398,37.7392,-122.47528,0,VICENTE ST,19TH AVE,NS,SE  ,FL,1,08/25/2018 02:14:39 PM +0000,1129463,114,,"(37.7391999997295, -122.47527999958244)"
19084,Santa Clara&Saint Francis SE-NS/SB,SCLASTF0,SCLASTFR,6375,37.734861,-122.466154,0,SAINT FRANCIS BLVD,SANTA CLARA AVE,NS,SE  ,,0,08/25/2018 02:14:39 PM +0000,1129078,114,,"(37.73486100012545, -122.46615399980453)"
19085,Saint Francis&Santa Ana NE-NS/SB,STFRSNA0,STFRSNAN,6505,37.734941,-122.467849,0,SANTA ANA AVE,SAINT FRANCIS BLVD,NS,NE  ,,0,08/25/2018 02:14:39 PM +0000,1129079,114,,"(37.734941000007744, -122.46784899999211)"
19086,Saint Francis&San Fernando NE-NS/AB,STFRSNF0,STFRSNFR,6507,37.734861,-122.469579,0,SAN FERNANDO WAY,SAINT FRANCIS BLVD,NS,NE  ,AB,0,08/25/2018 02:14:39 PM +0000,1129080,114,,"(37.73486099997411, -122.46957900041923)"
19087,Sloat Blvd&19th Ave NE-NS/BZ,SLOA19A0,SLOA19AV,6435,37.73478,-122.474493,0,19TH AVE,SLOAT BLVD,NS,NE  ,BZ,1,08/25/2018 02:14:39 PM +0000,1129081,114,,"(37.73478000010757, -122.47449300025686)"
19088,Sloat Blvd&21st Ave NW-FS/BZ,SLOA21A0,SLOA21AV,6437,37.734752,-122.47738,0,21ST AVE,SLOAT BLVD,FS,NW  ,BZ,0,08/25/2018 02:14:39 PM +0000,1129082,114,,"(37.734751999926935, -122.47738000007828)"
19089,Sloat Blvd&Crestlake Dr NW-FS/BZ,SLOACRL0,SLOACRLK,6456,37.734653,-122.480061,0,CRESTLAKE DR,SLOAT BLVD,FS,NW  ,BZ,0,08/25/2018 02:14:39 PM +0000,1129083,114,,"(37.73465300021701, -122.48006099959566)"
19090,Sloat Blvd&Paraiso Pl NE-NS/BZ,SLOAPAR0,SLOAPARA,6460,37.734555,-122.482237,0,PARAISO PL,SLOAT BLVD,NS,NE  ,BZ,0,08/25/2018 02:14:39 PM +0000,1129084,114,,"(37.734555000401805, -122.48223700043096)"
19091,Sloat Blvd&Vale Ave NE-NS/BZ,SLOAVAL0,SLOAVALE,6463,37.734483,-122.483955,0,VALE AVE,SLOAT BLVD,NS,NE  ,BZ,0,08/25/2018 02:14:39 PM +0000,1129085,114,,"(37.73448299954835, -122.48395500025909)"
19092,Sloat Blvd&El Mirasol Pl NW-FS/BZ,SLOAELM0,SLOAELMS,6457,37.734375,-122.486235,0,ELMIRASOL PL,SLOAT BLVD,FS,NW  ,BZ,0,08/25/2018 02:14:39 PM +0000,1129086,114,,"(37.73437499974262, -122.48623499983127)"
19093,Sloat Blvd&Constanso Way NW-FS/BZ,SLOACON0,SLOACONS,6455,37.73424,-122.489259,0,CONSTANSO WAY,SLOAT BLVD,FS,NW  ,BZ,0,08/25/2018 02:14:39 PM +0000,1129087,114,,"(37.7342400004294, -122.4892589999551)"
19094,Sloat Blvd&34th Ave NW-FS/BZ,SLOA34A0,SLOA34AV,6441,37.734141,-122.491607,0,34TH AVE,SLOAT BLVD,FS,NW  ,BZ,0,08/25/2018 02:14:39 PM +0000,1129088,114,,"(37.73414099991737, -122.49160700017427)"
19095,Sloat Blvd&36th Ave NW-FS/BZ,SLOA36A0,SLOA36AV,6442,37.734042,-122.493646,0,36TH AVE,SLOAT BLVD,FS,NW  ,BZ,0,08/25/2018 02:14:39 PM +0000,1129089,114,,"(37.73404199987768, -122.49364600031872)"
19096,Sloat Blvd&39th Ave NW-FS/BZ,SLOA39A0,SLOA39AV,6445,37.733907,-122.496773,0,39TH AVE,SLOAT BLVD,FS,NW  ,BZ,0,08/25/2018 02:14:39 PM +0000,1129090,114,,"(37.73390700027394, -122.49677299947979)"
19097,Sloat Blvd&West Portal Ave SW-NS/PS,SLOAW.P.,SLOAW.P.,6465,37.734575,-122.471881,0,WEST PORTAL AVE,SLOAT BLVD,NS,SW  ,,0,08/25/2018 02:14:39 PM +0000,1129096,114,,"(37.73457500041879, -122.47188099981321)"
19098,Monterey Blvd&San Aleso Ave W-NS/SB,MTRYSNA1,MTRYSNAL,5442,37.732283,-122.46455,0,SAN ALESO AVE,MONTEREY BLVD,NS,W   ,,0,08/25/2018 02:14:39 PM +0000,1129097,114,,"(37.73228300035918, -122.46454999986875)"
19099,Monterey Blvd&Gennessee St SW-NS/BZ,MTRYGNS0,MTRYGNSE,5434,37.731472,-122.451239,0,GENNESSEE ST,MONTEREY BLVD,FS,NW  ,BZ,0,08/25/2018 02:14:39 PM +0000,1129098,114,,"(37.73147200038942, -122.45123900043683)"
19100,Diamond St&Bosworth St SE-NS/BZ,DIAMBOS1,DIAMBOSW,4386,37.733506,-122.434148,0,BOSWORTH ST,DIAMOND ST,NS,SE  ,BZ,1,08/25/2018 02:14:39 PM +0000,1129099,114,,"(37.73350600033232, -122.43414799945661)"
19101,Palou Ave&3rd St S-FS/BZ,PALU3.S0,PALU3.ST,5864,37.73385,-122.390859,0,LANE ST,PALOU AVE,FS,S   ,BZ,0,08/25/2018 02:14:39 PM +0000,1129102,114,,"(37.733849999965095, -122.39085899970951)"
19102,Sloat Blvd&Skyline Blvd SW-NS/BZ,SLOASKY1,SLOASKYL,6461,37.733702,-122.496819,0,SKYLINE BLVD,SLOAT BLVD,NS,SW  ,BZ,0,08/25/2018 02:14:39 PM +0000,1129108,114,,"(37.73370200009995, -122.49681899998151)"
19103,Sloat Blvd&37th Ave SW-NS/SB,SLOA37A1,SLOA37AV,6444,37.73373,-122.494597,0,37TH AVE ,SLOAT BLVD,NS,SW  ,,0,08/25/2018 02:14:39 PM +0000,1129109,114,,"(37.73372999960108, -122.49459700010803)"
19104,Sloat Blvd&36th Ave SW-NS/PS,SLOA36A1,SLOA36AV,6443,37.733793,-122.493451,0,SUNSET BLVD OFF RAMP,SLOAT BLVD,NS,SW  ,,1,08/25/2018 02:14:39 PM +0000,1129110,114,,"(37.73379300043242, -122.49345100025718)"
19105,Sloat Blvd&Clearfield Dr SW-NS/BZ,SLOACLR1,SLOACLRF,6454,37.733847,-122.491595,0,CHURCH ACCESS RD,SLOAT BLVD,NS,SW  ,BZ,1,08/25/2018 02:14:39 PM +0000,1129111,114,,"(37.73384699979713, -122.49159500009131)"
19106,Sloat Blvd&Everglade Dr S-MB/BZ,SLOAEVG1,SLOAEVGL,6458,37.733955,-122.489683,0,EVERGLADE DR,SLOAT BLVD,MB,S   ,BZ,0,08/25/2018 02:14:39 PM +0000,1129112,114,,"(37.7339549997922, -122.48968299963327)"
19107,Sloat Blvd&Sylvan Dr SW-NS/BZ,SLOASYL1,SLOASYLV,6462,37.734125,-122.485834,0,SYLVAN DR,SLOAT BLVD,NS,SW  ,BZ,0,08/25/2018 02:14:39 PM +0000,1129113,114,,"(37.734125000323125, -122.48583399989347)"
19108,Sloat Blvd&Forest View Dr SW-NS/BZ,SLOAFTV1,SLOAFTVW,6459,37.734215,-122.483944,0,FOREST VIEW DR,SLOAT BLVD,NS,SW  ,BZ,0,08/25/2018 02:14:39 PM +0000,1129114,114,,"(37.73421500019087, -122.4839439997144)"
19109,Sloat Blvd&26th Ave SW-NS/BZ,SLOA26A1,SLOA26AV,6440,37.734287,-122.48218,0,26TH AVE,SLOAT BLVD,NS,SW  ,BZ,0,08/25/2018 02:14:39 PM +0000,1129115,114,,"(37.734286999937964, -122.48217999989765)"
19110,Sloat Blvd&23rd Ave SW-NS/BZ,SLOA23A1,SLOA23AV,6439,37.734404,-122.479625,0,23RD AVE,SLOAT BLVD,NS,SW  ,BZ,0,08/25/2018 02:14:39 PM +0000,1129116,114,,"(37.734404000386895, -122.47962500015743)"
19111,Sloat Blvd&21st Ave SW-NS/BZ,SLOA21A1,SLOA21AV,6438,37.734485,-122.477242,0,21ST AVE,SLOAT BLVD,NS,SW  ,BZ,0,08/25/2018 02:14:39 PM +0000,1129117,114,,"(37.734484999719776, -122.47724199972532)"
19112,Sloat Blvd&19th Ave SW-NS/BZ,SLOA19A1,SLOA19AV,6436,37.734494,-122.475272,0,19TH AVE,SLOAT BLVD,NS,SW  ,BZ,0,08/25/2018 02:14:39 PM +0000,1129118,114,,"(37.73449400037928, -122.4752720000304)"
19113,Saint Francis&San Fernando SW-NS/SB,STFRSNF1,STFRSNFR,6508,37.734709,-122.469797,0,SAN FERNANDO WAY,SAINT FRANCIS BLVD,NS,SW  ,,0,08/25/2018 02:14:39 PM +0000,1129119,114,,"(37.73470899979126, -122.46979700029561)"
19114,Saint Francis&Santa Ana SW-NS/SB,STFRSNA1,STFRSNAN,6506,37.73479,-122.468067,0,SANTA ANA AVE,SAINT FRANCIS BLVD,NS,SW  ,,0,08/25/2018 02:14:39 PM +0000,1129120,114,,"(37.73479000039278, -122.46806700048006)"
19115,Saint Francis&Santa Clara SW-NS/SB,STFRSCL1,STFRSCLA,6504,37.734861,-122.46636,0,SANTA CLARA AVE,SAINT FRANCIS BLVD,NS,SW  ,,0,08/25/2018 02:14:39 PM +0000,1129121,114,,"(37.73486099964574, -122.46636000022541)"
19116,Santa Clara Ave&Monterey NW-NS/SB,SCLAMTR1,SCLAMTRY,6374,37.733202,-122.465798,0,MONTEREY BLVD,SANTA CLARA AVE,NS,NW  ,,0,08/25/2018 02:14:39 PM +0000,1129122,114,,"(37.7332019997733, -122.4657980003209)"
19117,Monterey Blvd&Northgate Dr SW-NS/SB,MTRYNGA1,MTRYNGAT,5436,37.729972,-122.461857,0,NORTHGATE DR,MONTEREY BLVD,NS,SW  ,,0,08/25/2018 02:14:39 PM +0000,1129124,114,,"(37.72997200025929, -122.46185699974605)"
